3 67 81 83 79 81 79 82 79 81 83 79 82 96 87 96 91 96 87 87 91 67 68 68 71 67 68 71 68 71 67 71 57 60 60 63 57 63 60 60 63 54 55 55 57 54 54 55 57 54 57 55 54 57 45 46 47 45 47 45 47 45 54 57 60 54 60 57 60 54 57 54 57 54 54 57 79 57 54 57 54 51 57 71 71 73 75 71 71 75 73 71 75 96 96 93 91 91 96 87 91 96
4 65 79 81 78 79 77 80 78 79 81 78 80 94 85 94 90 94 85 85 90 65 66 66 69 65 66 69 66 69 65 69 54 58 58 61 54 61 58 58 61 51 52 52 54 51 51 52 54 51 54 52 51 54 42 43 44 42 44 42 44 42 51 54 58 51 58 54 58 51 54 51 54 51 51 54 77 54 51 54 51 48 54 69 69 71 73 69 69 73 71 69 73 94 94 92 90 90 94 85 90 94
5 65 79 81 78 79 77 80 78 79 81 78 80 94 85 94 90 94 85 85 90 65 66 66 69 65 66 69 66 69 65 69 54 58 58 61 54 61 58 58 61 51 52 52 54 51 51 52 54 51 54 52 51 54 42 43 44 42 44 42 44 42 51 54 58 51 58 54 58 51 54 51 54 51 51 54 77 54 51 54 51 48 54 69 69 71 73 69 69 73 71 69 73 94 94 92 90 90 94 85 90 94
6 65 79 81 78 79 77 80 78 79 81 78 80 94 85 94 90 94 85 85 90 65 66 66 69 65 66 69 66 69 65 69 54 58 58 61 54 61 58 58 61 51 52 52 54 51 51 52 54 51 54 52 51 54 42 43 44 42 44 42 44 42 51 54 58 51 58 54 58 51 54 51 54 51 51 54 77 54 51 54 51 48 54 69 69 71 73 69 69 73 71 69 73 94 94 92 90 90 94 85 90 94
7 64 78 80 77 78 76 79 77 78 80 77 79 93 85 93 89 93 85 85 89 64 65 65 68 64 65 68 65 68 64 68 53 56 56 60 53 60 56 56 60 50 51 51 53 50 50 51 53 50 53 51 50 53 40 41 42 40 42 40 42 40 50 53 56 50 56 53 56 50 53 50 53 50 50 53 76 53 50 53 50 47 53 68 68 70 72 68 68 72 70 68 72 93 93 91 89 89 93 85 89 93
8 64 78 80 77 78 76 79 77 78 80 77 79 93 85 93 89 93 85 85 89 64 65 65 68 64 65 68 65 68 64 68 53 56 56 60 53 60 56 56 60 50 51 51 53 50 50 51 53 50 53 51 50 53 40 41 42 40 42 40 42 40 50 53 56 50 56 53 56 50 53 50 53 50 50 53 76 53 50 53 50 47 53 68 68 70 72 68 68 72 70 68 72 93 93 91 89 89 93 85 89 93
9 62 77 79 76 77 75 78 76 77 79 76 78 93 84 93 88 93 84 84 88 62 64 64 66 62 64 66 64 66 62 66 51 55 55 58 51 58 55 55 58 48 49 49 51 48 48 49 51 48 51 49 48 51 38 39 40 38 40 38 40 38 48 51 55 48 55 51 55 48 51 48 51 48 48 51 75 51 48 51 48 45 51 66 66 69 71 66 66 71 69 66 71 93 93 90 88 88 93 84 88 93
10 62 77 79 76 77 75 78 76 77 79 76 78 93 84 93 88 93 84 84 88 62 64 64 66 62 64 66 64 66 62 66 51 55 55 58 51 58 55 55 58 48 49 49 51 48 48 49 51 48 51 49 48 51 38 39 40 38 40 38 40 38 48 51 55 48 55 51 55 48 51 48 51 48 48 51 75 51 48 51 48 45 51 66 66 69 71 66 66 71 69 66 71 93 93 90 88 88 93 84 88 93
11 61 76 78 74 76 73 77 74 76 78 74 77 91 82 91 87 91 82 82 87 61 62 62 65 61 62 65 62 65 61 65 49 53 53 57 49 57 53 53 57 46 47 47 49 46 46 47 49 46 49 47 46 49 35 36 38 35 38 35 38 35 46 49 53 46 53 49 53 46 49 46 49 46 46 49 73 49 46 49 46 43 49 65 65 67 69 65 65 69 67 65 69 91 91 89 87 87 91 82 87 91
12 61 76 78 74 76 73 77 74 76 78 74 77 91 82 91 87 91 82 82 87 61 62 62 65 61 62 65 62 65 61 65 49 53 53 57 49 57 53 53 57 46 47 47 49 46 46 47 49 46 49 47 46 49 35 36 38 35 38 35 38 35 46 49 53 46 53 49 53 46 49 46 49 46 46 49 73 49 46 49 46 43 49 65 65 67 69 65 65 69 67 65 69 91 91 89 87 87 91 82 87 91
13 55 72 74 70 72 69 73 70 72 74 70 73 88 79 88 83 88 79 79 83 55 57 57 60 55 57 60 57 60 55 60 43 47 47 51 43 51 47 47 51 39 40 40 43 39 39 40 43 39 43 40 39 43 25 26 29 25 29 25 29 25 39 43 47 39 47 43 47 39 43 39 43 39 39 43 69 43 39 43 39 35 43 60 60 63 65 60 60 65 63 60 65 88 88 85 83 83 88 79 83 88
14 54 71 73 69 71 68 72 69 71 73 69 72 87 78 87 82 87 78 78 82 54 56 56 59 54 56 59 56 59 54 59 41 45 45 50 41 50 45 45 50 37 38 38 41 37 37 38 41 37 41 38 37 41 22 24 26 22 26 22 26 22 37 41 45 37 45 41 45 37 41 37 41 37 37 41 68 41 37 41 37 33 41 59 59 62 63 59 59 63 62 59 63 87 87 84 82 82 87 78 82 87
15 54 71 73 69 71 68 72 69 71 73 69 72 87 78 87 82 87 78 78 82 54 56 56 59 54 56 59 56 59 54 59 41 45 45 50 41 50 45 45 50 37 38 38 41 37 37 38 41 37 41 38 37 41 22 24 26 22 26 22 26 22 37 41 45 37 45 41 45 37 41 37 41 37 37 41 68 41 37 41 37 33 41 59 59 62 63 59 59 63 62 59 63 87 87 84 82 82 87 78 82 87
16 53 70 72 68 70 68 71 68 70 72 68 71 87 77 87 82 87 77 77 82 53 55 55 58 53 55 58 55 58 53 58 40 44 44 49 40 49 44 44 49 36 37 37 40 36 36 37 40 36 40 37 36 40 20 22 25 20 25 20 25 20 36 40 44 36 44 40 44 36 40 36 40 36 36 40 68 40 36 40 36 32 40 58 58 61 63 58 58 63 61 58 63 87 87 84 82 82 87 77 82 87
17 53 70 72 68 70 68 71 68 70 72 68 71 87 77 87 82 87 77 77 82 53 55 55 58 53 55 58 55 58 53 58 40 44 44 49 40 49 44 44 49 36 37 37 40 36 36 37 40 36 40 37 36 40 20 22 25 20 25 20 25 20 36 40 44 36 44 40 44 36 40 36 40 36 36 40 68 40 36 40 36 32 40 58 58 61 63 58 58 63 61 58 63 87 87 84 82 82 87 77 82 87
18 53 70 72 68 70 67 71 68 70 72 68 71 86 77 86 82 86 77 77 82 53 55 55 57 53 55 57 55 57 53 57 39 43 43 48 39 48 43 43 48 34 36 36 39 34 34 36 39 34 39 36 34 39 18 20 23 18 23 18 23 18 34 39 43 34 43 39 43 34 39 34 39 34 34 39 67 39 34 39 34 30 39 57 57 60 62 57 57 62 60 57 62 86 86 83 82 82 86 77 82 86
19 52 69 71 67 69 66 70 67 69 71 67 70 86 76 86 81 86 76 76 81 52 54 54 57 52 54 57 54 57 52 57 38 42 42 47 38 47 42 42 47 33 35 35 38 33 33 35 38 33 38 35 33 38 15 18 21 15 21 15 21 15 33 38 42 33 42 38 42 33 38 33 38 33 33 38 66 38 33 38 33 29 38 57 57 59 61 57 57 61 59 57 61 86 86 83 81 81 86 76 81 86
20 52 69 71 67 69 66 70 67 69 71 67 70 86 76 86 81 86 76 76 81 52 54 54 57 52 54 57 54 57 52 57 38 42 42 47 38 47 42 42 47 33 35 35 38 33 33 35 38 33 38 35 33 38 15 18 21 15 21 15 21 15 33 38 42 33 42 38 42 33 38 33 38 33 33 38 66 38 33 38 33 29 38 57 57 59 61 57 57 61 59 57 61 86 86 83 81 81 86 76 81 86
21 58 74 76 72 74 71 75 72 74 76 72 75 90 80 90 85 90 80 80 85 58 60 60 62 58 60 62 60 62 58 62 46 50 50 54 46 54 50 50 54 42 43 43 46 42 42 43 46 42 46 43 42 46 30 31 33 30 33 30 33 30 42 46 50 42 50 46 50 42 46 42 46 42 42 46 71 46 42 46 42 39 46 62 62 65 67 62 62 67 65 62 67 90 90 87 85 85 90 80 85 90
22 58 74 76 72 74 71 75 72 74 76 72 75 90 80 90 85 90 80 80 85 58 60 60 62 58 60 62 60 62 58 62 46 50 50 54 46 54 50 50 54 42 43 43 46 42 42 43 46 42 46 43 42 46 30 31 33 30 33 30 33 30 42 46 50 42 50 46 50 42 46 42 46 42 42 46 71 46 42 46 42 39 46 62 62 65 67 62 62 67 65 62 67 90 90 87 85 85 90 80 85 90
23 57 73 75 71 73 70 74 71 73 75 71 74 89 80 89 84 89 80 80 84 57 59 59 61 57 59 61 59 61 57 61 44 48 48 53 44 53 48 48 53 41 42 42 44 41 41 42 44 41 44 42 41 44 28 29 31 28 31 28 31 28 41 44 48 41 48 44 48 41 44 41 44 41 41 44 70 44 41 44 41 37 44 61 61 64 66 61 61 66 64 61 66 89 89 86 84 84 89 80 84 89
24 57 73 75 71 73 70 74 71 73 75 71 74 89 80 89 84 89 80 80 84 57 59 59 61 57 59 61 59 61 57 61 44 48 48 53 44 53 48 48 53 41 42 42 44 41 41 42 44 41 44 42 41 44 28 29 31 28 31 28 31 28 41 44 48 41 48 44 48 41 44 41 44 41 41 44 70 44 41 44 41 37 44 61 61 64 66 61 61 66 64 61 66 89 89 86 84 84 89 80 84 89
25 55 72 74 70 72 69 73 70 72 74 70 73 88 79 88 83 88 79 79 83 55 57 57 60 55 57 60 57 60 55 60 43 47 47 51 43 51 47 47 51 39 40 40 43 39 39 40 43 39 43 40 39 43 25 26 29 25 29 25 29 25 39 43 47 39 47 43 47 39 43 39 43 39 39 43 69 43 39 43 39 35 43 60 60 63 65 60 60 65 63 60 65 88 88 85 83 83 88 79 83 88
26 55 72 74 70 72 69 73 70 72 74 70 73 88 79 88 83 88 79 79 83 55 57 57 60 55 57 60 57 60 55 60 43 47 47 51 43 51 47 47 51 39 40 40 43 39 39 40 43 39 43 40 39 43 25 26 29 25 29 25 29 25 39 43 47 39 47 43 47 39 43 39 43 39 39 43 69 43 39 43 39 35 43 60 60 63 65 60 60 65 63 60 65 88 88 85 83 83 88 79 83 88
27 55 72 74 70 72 69 73 70 72 74 70 73 88 79 88 83 88 79 79 83 55 57 57 60 55 57 60 57 60 55 60 43 47 47 51 43 51 47 47 51 39 40 40 43 39 39 40 43 39 43 40 39 43 25 26 29 25 29 25 29 25 39 43 47 39 47 43 47 39 43 39 43 39 39 43 69 43 39 43 39 35 43 60 60 63 65 60 60 65 63 60 65 88 88 85 83 83 88 79 83 88
28 55 71 73 69 71 68 72 69 71 73 69 72 88 78 88 83 88 78 78 83 55 56 56 59 55 56 59 56 59 55 59 41 46 46 50 41 50 46 46 50 37 39 39 41 37 37 39 41 37 41 39 37 41 23 25 27 23 27 23 27 23 37 41 46 37 46 41 46 37 41 37 41 37 37 41 68 41 37 41 37 33 41 59 59 62 64 59 59 64 62 59 64 88 88 85 83 83 88 78 83 88
29 55 71 73 69 71 68 72 69 71 73 69 72 88 78 88 83 88 78 78 83 55 56 56 59 55 56 59 56 59 55 59 41 46 46 50 41 50 46 46 50 37 39 39 41 37 37 39 41 37 41 39 37 41 23 25 27 23 27 23 27 23 37 41 46 37 46 41 46 37 41 37 41 37 37 41 68 41 37 41 37 33 41 59 59 62 64 59 59 64 62 59 64 88 88 85 83 83 88 78 83 88
30 53 70 72 68 70 68 71 68 70 72 68 71 87 77 87 82 87 77 77 82 53 55 55 58 53 55 58 55 58 53 58 40 44 44 49 40 49 44 44 49 36 37 37 40 36 36 37 40 36 40 37 36 40 20 22 25 20 25 20 25 20 36 40 44 36 44 40 44 36 40 36 40 36 36 40 68 40 36 40 36 32 40 58 58 61 63 58 58 63 61 58 63 87 87 84 82 82 87 77 82 87
31 53 70 72 68 70 68 71 68 70 72 68 71 87 77 87 82 87 77 77 82 53 55 55 58 53 55 58 55 58 53 58 40 44 44 49 40 49 44 44 49 36 37 37 40 36 36 37 40 36 40 37 36 40 20 22 25 20 25 20 25 20 36 40 44 36 44 40 44 36 40 36 40 36 36 40 68 40 36 40 36 32 40 58 58 61 63 58 58 63 61 58 63 87 87 84 82 82 87 77 82 87
32 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 36 41 41 46 36 46 41 41 46 31 33 33 36 31 31 33 36 31 36 33 31 36 11 14 18 11 18 11 18 11 31 36 41 31 41 36 41 31 36 31 36 31 31 36 65 36 31 36 31 26 36 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
33 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 36 41 41 46 36 46 41 41 46 31 33 33 36 31 31 33 36 31 36 33 31 36 11 14 18 11 18 11 18 11 31 36 41 31 41 36 41 31 36 31 36 31 31 36 65 36 31 36 31 26 36 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
34 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 35 40 40 45 35 45 40 40 45 31 32 32 35 31 31 32 35 31 35 32 31 35 9 12 17 9 17 9 17 9 31 35 40 31 40 35 40 31 35 31 35 31 31 35 65 35 31 35 31 26 35 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
35 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 35 40 40 45 35 45 40 40 45 31 32 32 35 31 31 32 35 31 35 32 31 35 9 12 17 9 17 9 17 9 31 35 40 31 40 35 40 31 35 31 35 31 31 35 65 35 31 35 31 26 35 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
36 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 35 40 40 45 35 45 40 40 45 30 32 32 35 30 30 32 35 30 35 32 30 35 7 11 15 7 15 7 15 7 30 35 40 30 40 35 40 30 35 30 35 30 30 35 65 35 30 35 30 25 35 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
37 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 35 40 40 45 35 45 40 40 45 30 32 32 35 30 30 32 35 30 35 32 30 35 7 11 15 7 15 7 15 7 30 35 40 30 40 35 40 30 35 30 35 30 30 35 65 35 30 35 30 25 35 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
38 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 35 40 40 45 35 45 40 40 45 30 32 32 35 30 30 32 35 30 35 32 30 35 5 10 15 5 15 5 15 5 30 35 40 30 40 35 40 30 35 30 35 30 30 35 65 35 30 35 30 25 35 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
39 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 35 40 40 45 35 45 40 40 45 30 32 32 35 30 30 32 35 30 35 32 30 35 5 10 15 5 15 5 15 5 30 35 40 30 40 35 40 30 35 30 35 30 30 35 65 35 30 35 30 25 35 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
40 50 68 70 66 68 65 69 66 68 70 66 69 85 75 85 80 85 75 75 80 50 52 52 55 50 52 55 52 55 50 55 35 40 40 45 35 45 40 40 45 30 32 32 35 30 30 32 35 30 35 32 30 35 5 10 15 5 15 5 15 5 30 35 40 30 40 35 40 30 35 30 35 30 30 35 65 35 30 35 30 25 35 55 55 58 60 55 55 60 58 55 60 85 85 82 80 80 85 75 80 85
41 61 76 78 74 76 73 77 74 76 78 74 77 91 82 91 87 91 82 82 87 61 62 62 65 61 62 65 62 65 61 65 49 53 53 57 49 57 53 53 57 46 47 47 49 46 46 47 49 46 49 47 46 49 35 36 38 35 38 35 38 35 46 49 53 46 53 49 53 46 49 46 49 46 46 49 73 49 46 49 46 43 49 65 65 67 69 65 65 69 67 65 69 91 91 89 87 87 91 82 87 91
42 61 76 78 74 76 73 77 74 76 78 74 77 91 82 91 87 91 82 82 87 61 62 62 65 61 62 65 62 65 61 65 49 53 53 57 49 57 53 53 57 46 47 47 49 46 46 47 49 46 49 47 46 49 35 36 38 35 38 35 38 35 46 49 53 46 53 49 53 46 49 46 49 46 46 49 73 49 46 49 46 43 49 65 65 67 69 65 65 69 67 65 69 91 91 89 87 87 91 82 87 91
43 59 75 77 73 75 72 76 73 75 77 73 76 91 81 91 86 91 81 81 86 59 61 61 64 59 61 64 61 64 59 64 48 51 51 55 48 55 51 51 55 44 45 45 48 44 44 45 48 44 48 45 44 48 33 34 36 33 36 33 36 33 44 48 51 44 51 48 51 44 48 44 48 44 44 48 72 48 44 48 44 41 48 64 64 66 68 64 64 68 66 64 68 91 91 88 86 86 91 81 86 91
44 59 75 77 73 75 72 76 73 75 77 73 76 91 81 91 86 91 81 81 86 59 61 61 64 59 61 64 61 64 59 64 48 51 51 55 48 55 51 51 55 44 45 45 48 44 44 45 48 44 48 45 44 48 33 34 36 33 36 33 36 33 44 48 51 44 51 48 51 44 48 44 48 44 44 48 72 48 44 48 44 41 48 64 64 66 68 64 64 68 66 64 68 91 91 88 86 86 91 81 86 91
45 59 75 76 73 75 72 76 73 75 76 73 76 90 81 90 86 90 81 81 86 59 61 61 63 59 61 63 61 63 59 63 47 51 51 55 47 55 51 51 55 43 45 45 47 43 43 45 47 43 47 45 43 47 32 33 35 32 35 32 35 32 43 47 51 43 51 47 51 43 47 43 47 43 43 47 72 47 43 47 43 40 47 63 63 66 68 63 63 68 66 63 68 90 90 88 86 86 90 81 86 90
46 58 74 76 72 74 71 75 72 74 76 72 75 90 80 90 85 90 80 80 85 58 60 60 62 58 60 62 60 62 58 62 46 50 50 54 46 54 50 50 54 42 43 43 46 42 42 43 46 42 46 43 42 46 30 31 33 30 33 30 33 30 42 46 50 42 50 46 50 42 46 42 46 42 42 46 71 46 42 46 42 39 46 62 62 65 67 62 62 67 65 62 67 90 90 87 85 85 90 80 85 90
47 58 74 76 72 74 71 75 72 74 76 72 75 90 80 90 85 90 80 80 85 58 60 60 62 58 60 62 60 62 58 62 46 50 50 54 46 54 50 50 54 42 43 43 46 42 42 43 46 42 46 43 42 46 30 31 33 30 33 30 33 30 42 46 50 42 50 46 50 42 46 42 46 42 42 46 71 46 42 46 42 39 46 62 62 65 67 62 62 67 65 62 67 90 90 87 85 85 90 80 85 90
48 58 74 76 72 74 71 75 72 74 76 72 75 90 80 90 85 90 80 80 85 58 60 60 62 58 60 62 60 62 58 62 46 50 50 54 46 54 50 50 54 42 43 43 46 42 42 43 46 42 46 43 42 46 30 31 33 30 33 30 33 30 42 46 50 42 50 46 50 42 46 42 46 42 42 46 71 46 42 46 42 39 46 62 62 65 67 62 62 67 65 62 67 90 90 87 85 85 90 80 85 90
49 57 73 75 71 73 70 74 71 73 75 71 74 89 80 89 84 89 80 80 84 57 59 59 61 57 59 61 59 61 57 61 44 48 48 53 44 53 48 48 53 41 42 42 44 41 41 42 44 41 44 42 41 44 28 29 31 28 31 28 31 28 41 44 48 41 48 44 48 41 44 41 44 41 41 44 70 44 41 44 41 37 44 61 61 64 66 61 61 66 64 61 66 89 89 86 84 84 89 80 84 89
50 57 73 75 71 73 70 74 71 73 75 71 74 89 80 89 84 89 80 80 84 57 59 59 61 57 59 61 59 61 57 61 44 48 48 53 44 53 48 48 53 41 42 42 44 41 41 42 44 41 44 42 41 44 28 29 31 28 31 28 31 28 41 44 48 41 48 44 48 41 44 41 44 41 41 44 70 44 41 44 41 37 44 61 61 64 66 61 61 66 64 61 66 89 89 86 84 84 89 80 84 89
51 56 72 74 70 72 70 73 70 72 74 70 73 88 79 88 84 88 79 79 84 56 58 58 60 56 58 60 58 60 56 60 43 47 47 51 43 51 47 47 51 39 41 41 43 39 39 41 43 39 43 41 39 43 26 27 30 26 30 26 30 26 39 43 47 39 47 43 47 39 43 39 43 39 39 43 70 43 39 43 39 36 43 60 60 63 65 60 60 65 63 60 65 88 88 86 84 84 88 79 84 88
52 55 72 74 70 72 69 73 70 72 74 70 73 88 79 88 83 88 79 79 83 55 57 57 60 55 57 60 57 60 55 60 43 47 47 51 43 51 47 47 51 39 40 40 43 39 39 40 43 39 43 40 39 43 25 26 29 25 29 25 29 25 39 43 47 39 47 43 47 39 43 39 43 39 39 43 69 43 39 43 39 35 43 60 60 63 65 60 60 65 63 60 65 88 88 85 83 83 88 79 83 88
53 55 72 74 70 72 69 73 70 72 74 70 73 88 79 88 83 88 79 79 83 55 57 57 60 55 57 60 57 60 55 60 43 47 47 51 43 51 47 47 51 39 40 40 43 39 39 40 43 39 43 40 39 43 25 26 29 25 29 25 29 25 39 43 47 39 47 43 47 39 43 39 43 39 39 43 69 43 39 43 39 35 43 60 60 63 65 60 60 65 63 60 65 88 88 85 83 83 88 79 83 88
54 66 80 82 79 80 78 81 79 80 82 79 81 95 86 95 91 95 86 86 91 66 68 68 70 66 68 70 68 70 66 70 56 59 59 62 56 62 59 59 62 53 54 54 56 53 53 54 56 53 56 54 53 56 44 45 46 44 46 44 46 44 53 56 59 53 59 56 59 53 56 53 56 53 53 56 78 56 53 56 53 50 56 70 70 72 74 70 70 74 72 70 74 95 95 93 91 91 95 86 91 95
55 65 79 81 78 79 77 80 78 79 81 78 80 94 85 94 90 94 85 85 90 65 66 66 69 65 66 69 66 69 65 69 54 58 58 61 54 61 58 58 61 51 52 52 54 51 51 52 54 51 54 52 51 54 42 43 44 42 44 42 44 42 51 54 58 51 58 54 58 51 54 51 54 51 51 54 77 54 51 54 51 48 54 69 69 71 73 69 69 73 71 69 73 94 94 92 90 90 94 85 90 94
56 65 79 81 78 79 77 80 78 79 81 78 80 94 85 94 90 94 85 85 90 65 66 66 69 65 66 69 66 69 65 69 54 58 58 61 54 61 58 58 61 51 52 52 54 51 51 52 54 51 54 52 51 54 42 43 44 42 44 42 44 42 51 54 58 51 58 54 58 51 54 51 54 51 51 54 77 54 51 54 51 48 54 69 69 71 73 69 69 73 71 69 73 94 94 92 90 90 94 85 90 94
57 64 78 80 77 78 76 79 77 78 80 77 79 93 85 93 89 93 85 85 89 64 65 65 68 64 65 68 65 68 64 68 53 56 56 60 53 60 56 56 60 50 51 51 53 50 50 51 53 50 53 51 50 53 40 41 42 40 42 40 42 40 50 53 56 50 56 53 56 50 53 50 53 50 50 53 76 53 50 53 50 47 53 68 68 70 72 68 68 72 70 68 72 93 93 91 89 89 93 85 89 93
58 64 78 80 77 78 76 79 77 78 80 77 79 93 85 93 89 93 85 85 89 64 65 65 68 64 65 68 65 68 64 68 53 56 56 60 53 60 56 56 60 50 51 51 53 50 50 51 53 50 53 51 50 53 40 41 42 40 42 40 42 40 50 53 56 50 56 53 56 50 53 50 53 50 50 53 76 53 50 53 50 47 53 68 68 70 72 68 68 72 70 68 72 93 93 91 89 89 93 85 89 93
59 62 77 79 76 77 75 78 76 77 79 76 78 93 84 93 88 93 84 84 88 62 64 64 66 62 64 66 64 66 62 66 51 55 55 58 51 58 55 55 58 48 49 49 51 48 48 49 51 48 51 49 48 51 38 39 40 38 40 38 40 38 48 51 55 48 55 51 55 48 51 48 51 48 48 51 75 51 48 51 48 45 51 66 66 69 71 66 66 71 69 66 71 93 93 90 88 88 93 84 88 93
60 62 77 79 76 77 75 78 76 77 79 76 78 93 84 93 88 93 84 84 88 62 64 64 66 62 64 66 64 66 62 66 51 55 55 58 51 58 55 55 58 48 49 49 51 48 48 49 51 48 51 49 48 51 38 39 40 38 40 38 40 38 48 51 55 48 55 51 55 48 51 48 51 48 48 51 75 51 48 51 48 45 51 66 66 69 71 66 66 71 69 66 71 93 93 90 88 88 93 84 88 93
61 61 76 78 74 76 73 77 74 76 78 74 77 91 82 91 87 91 82 82 87 61 62 62 65 61 62 65 62 65 61 65 49 53 53 57 49 57 53 53 57 46 47 47 49 46 46 47 49 46 49 47 46 49 35 36 38 35 38 35 38 35 46 49 53 46 53 49 53 46 49 46 49 46 46 49 73 49 46 49 46 43 49 65 65 67 69 65 65 69 67 65 69 91 91 89 87 87 91 82 87 91
62 70 84 86 82 84 82 85 82 84 86 82 85 98 90 98 94 98 90 90 94 70 72 72 74 70 72 74 72 74 70 74 61 64 64 67 61 67 64 64 67 58 59 59 61 58 58 59 61 58 61 59 58 61 50 50 52 50 52 50 52 50 58 61 64 58 64 61 64 58 61 58 61 58 58 61 82 61 58 61 58 55 61 74 74 76 78 74 74 78 76 74 78 98 98 96 94 94 98 90 94 98
63 70 84 86 82 84 82 85 82 84 86 82 85 98 90 98 94 98 90 90 94 70 72 72 74 70 72 74 72 74 70 74 61 64 64 67 61 67 64 64 67 58 59 59 61 58 58 59 61 58 61 59 58 61 50 50 52 50 52 50 52 50 58 61 64 58 64 61 64 58 61 58 61 58 58 61 82 61 58 61 58 55 61 74 74 76 78 74 74 78 76 74 78 98 98 96 94 94 98 90 94 98
64 70 84 86 82 84 82 85 82 84 86 82 85 98 90 98 94 98 90 90 94 70 72 72 74 70 72 74 72 74 70 74 61 64 64 67 61 67 64 64 67 58 59 59 61 58 58 59 61 58 61 59 58 61 50 50 52 50 52 50 52 50 58 61 64 58 64 61 64 58 61 58 61 58 58 61 82 61 58 61 58 55 61 74 74 76 78 74 74 78 76 74 78 98 98 96 94 94 98 90 94 98
