24 64 69 71 113 114 132 133 126 57 66 62 87 98 99 98 66 68 70 64 40 55 55 1 0 64 29 2 141 150 138 96 107 107 117 104 115 91 83 84 97 98 96 87 79 78
25 0 5 9 50 50 70 71 65 22 2 17 49 52 53 52 2 9 22 27 25 10 10 63 64 0 34 61 81 129 82 41 50 51 65 45 54 29 21 22 39 39 41 28 30 30
26 34 40 42 85 85 104 105 98 33 37 34 63 73 74 73 37 38 42 38 15 26 27 28 29 34 0 27 114 139 112 70 80 81 93 76 88 62 55 55 70 71 70 60 54 54
27 61 67 69 111 111 130 131 124 55 64 60 85 96 97 97 64 65 68 62 38 52 53 1 2 61 27 0 139 149 136 93 104 105 115 101 113 89 81 81 95 95 94 85 76 76
28 81 78 78 33 33 13 13 17 83 78 94 107 99 99 98 79 83 91 101 100 87 87 140 141 81 114 139 0 108 15 46 34 34 31 37 27 52 60 59 43 43 45 54 63 63
29 129 131 135 120 121 115 115 113 111 129 147 177 177 177 176 130 138 151 157 126 126 126 149 150 129 139 149 108 0 93 97 98 96 84 105 111 116 119 118 106 105 98 112 100 100
30 82 79 80 40 41 25 25 26 80 79 96 114 107 108 107 80 85 95 105 98 87 86 137 138 82 112 136 15 93 0 42 32 31 21 37 31 53 61 60 43 42 42 54 59 59
31 41 40 42 29 30 40 41 34 38 39 57 82 80 81 80 40 46 59 67 55 45 44 95 96 41 70 93 46 97 42 0 11 11 23 12 24 19 24 22 9 9 1 15 17 17
32 50 48 50 23 24 29 30 24 49 48 65 87 83 83 82 48 54 65 74 66 55 54 106 107 50 80 104 34 98 32 11 0 1 16 7 16 23 30 29 11 11 10 22 28 28
33 51 49 51 24 25 30 30 24 50 49 66 88 84 85 84 50 55 67 75 67 56 55 106 107 51 81 105 34 96 31 11 1 0 15 9 16 25 31 30 13 12 11 23 28 29
34 65 63 65 36 37 33 33 30 60 63 81 103 99 100 99 63 70 81 90 78 68 67 116 117 65 93 115 31 84 21 23 16 15 0 24 27 39 46 45 27 27 23 38 39 39
35 45 42 43 17 18 29 30 23 46 42 59 79 75 76 74 43 48 58 68 63 50 50 103 104 45 76 101 37 105 37 12 7 9 24 0 13 16 24 23 6 5 11 17 27 27
36 54 51 51 9 10 16 17 10 59 52 67 82 76 76 75 52 56 65 74 75 61 61 114 115 54 88 113 27 111 31 24 16 16 27 13 0 25 33 32 18 18 24 28 40 40
37 29 26 26 22 23 41 42 36 36 26 42 63 61 61 60 27 31 42 51 50 36 35 90 91 29 62 89 52 116 53 19 23 25 39 16 25 0 8 7 12 12 18 6 22 23
38 21 18 19 29 30 49 50 44 30 18 35 58 57 58 56 19 23 35 44 43 28 28 82 83 21 55 81 60 119 61 24 30 31 46 24 33 8 0 1 18 19 23 8 21 22
39 22 19 20 29 30 49 50 43 30 19 36 60 58 59 58 20 25 36 45 43 29 28 83 84 22 55 81 59 118 60 22 29 30 45 23 32 7 1 0 17 18 22 7 20 21
40 39 36 38 21 21 35 36 29 40 36 53 76 73 73 72 37 42 54 62 56 44 43 96 97 39 70 95 43 106 43 9 11 13 27 6 18 12 18 17 0 0 8 11 21 21
41 39 37 38 20 21 35 35 29 41 37 54 76 73 73 72 37 43 54 63 57 44 44 97 98 39 71 95 43 105 42 9 11 12 27 5 18 12 19 18 0 0 8 11 21 22
42 41 40 42 28 29 39 40 33 38 39 57 82 79 80 79 40 46 58 67 55 45 44 95 96 41 70 94 45 98 42 1 10 11 23 11 24 18 23 22 8 8 0 15 17 17
43 28 25 27 26 27 44 45 39 32 25 43 67 65 66 64 26 31 43 52 47 33 33 86 87 28 60 85 54 112 54 15 22 23 38 17 28 6 8 7 11 11 15 0 16 17
44 30 31 34 41 42 56 57 50 21 28 47 76 77 78 76 29 37 50 57 39 30 29 78 79 30 54 76 63 100 59 17 28 28 39 27 40 22 21 20 21 21 17 16 0 1
45 30 31 35 42 43 57 57 51 21 29 47 77 78 78 77 30 38 51 58 39 30 30 77 78 30 54 76 63 100 59 17 28 29 39 27 40 23 22 21 21 22 17 17 1 0
;
